have to wait for a very long time after placing orders. need to quicken up..customers cant wait for too long,0
Washrooms are neat and hygienic. overall the service was good,1
Bedroom with a view to the restaurant. Music almost all the night in the corridor and in the restaurant. Did not want to stop. ,0
 Room maintenance could be much better. ,0
my last 2 visits both this month I have been surprised at how their great service has become so horrible.,0
had to wait forever to check in today and the 2 people managing the reception were checking in other guests who had come much after me.,0
 Breakfast is average with not much continental choice for westerners.,0
"Yesterday I went to regenta with some Chinese for dinner but service for food is pathetic,",0
Small rooms. Pathetic food service. They just don't refill the buffet containers,0
 Finally the most important for me is the cleaning in the room with the exception In the towels that sometimes were not of proper quality,0
I am very happy to visit this hotel. This hotel is very big and this hotel swimming pool is very big and clean. My friends are very happy.,1
Good service and hassel free stay. Keep it up. The food quality is also up to the mark and the staff is reponsive of the requests.,1
Good hotel to stay in Bharuch. Good Business hotel with ambience. Food is good. But if stay long then it may become monotonous. Rooms are clean and maintained. Definitely can be recommended to friends.,1
 As they were not modifying or cancelling the wrongly booked ticket.,0
"Extremely bad hotel! They dupe you for extra money, will charge you twice and their people wouldn't even accept the mistake.",0
Extremely sad to see on what low levels hotels go for some extra money.,0
"Also rooms were in such a bad condition, i am never going to come back here or recommend anyone",0
Toilet should be clean with more space & in the current scenario its difficult to stand there.,0
Menu needs to change.,0
Very unfriendly reception staff,0
got bit annoyed on their communications skills and Later i got room and kept my baggage.,0
"Very Nice and conformable business hotel in Bharuch, Dahej region, nice rooms and warm hospitality, traveling to Ankleshwar, Bharuch, Jaghadia, Dahej is nearyby, ",1
"Nice place, nice people, food was nice, and shaf had prepared delicious food for dinner, specially deserts and sizzlers",1
We were came there for stay due to work related requirements and experience was delight full and satisfying,1
great services thank you so much for making my trip comfortable . I will plan again to come to your hotel with my family and friends and I will also remanded your hotel to my other office friend and ask my corporate desk to talk to you.,1
"central place, having best Gym / Massage facilities to relax after slogging whole day in the industries...staff is very friendly & cooperative, one of the best hotel property of Orchid Group",1
"One of the best staff we came across, they are so helpful in many ways. Remained with us in the odd hours, though that was not their job, arranged all facilities from doctor scheduling to visit.",1
Excellent hotel to stay with family or without family. The staff was good.,1
My experience was good with this hotel and i will preferred this to my relatives also.,1
" I always love to stage in this property only when ever I visit Bharuch Gujarat, good staffs, neat and clean, all facilities are easily available.",1
The food quality is very very bad had order some soup it was so terrible could eat more than a spoonful. They need to change the chef at the earliest. The service and ambiance is okay.,0
"Bad food quality, wastage of money, we can get better food in the other hotels.",0
"Ac hall, very good service, testy food.. Full enjoyment, a, Beautiful n Good place to party..",1
One can do grt parties with frnds and family members or lovers here..also great taste nd one can taste different types of cuisines.,1
"Yummy! The food quality was very good. Even the rate chart is also quiet in budget. You can go with family, friends or even a single person can have the same treat.",1
Poor quality service.We had to wait a good 30 minutes before someone noticed us and the restaurant was practically empty at that Time . The food was mediocre too.Never recommending this to anybody.,0
The service was extremely slow. We had ordered a la carte and they took too much time to serve the order. Food is OK in taste and quality. Pricing in average.,0
"Good veg restaurant, have options for Jain / Swaminarayan also. Ambience and service is good. Budget restaurant.",1
Went there after seeing reviews but it was Terrible food and cost also high,0
Very rude staff and manager. They will neglect you even if they are able to hear you. There were around 6 tables free but the manager kept saying that 40 people are waiting to sit. Food is also not that great.,0
A good range of food options with nice ambiance and quality service.,1
Nice And Fast Service.,1
"Bad meal, bad service. Not particularly cheap.",0
Most famous restaurants with fabulous taste of Punjabi food,1
I had a bitter experience with the staff of this restaurant. They don't know how to behave with customer. Very arrogant behaviour.,0
Poor Food Quality,0
"The interioer is boring, the food is worse than ever",0
Good pure veg budget restaurant in Anand. Jain food available. Very quick service.,1
Excellent food & prompt service. Well mannere & trained staff with clean & quiet ambiance.,1
The worst restaurant I have ever been to!!!,0
Staff are rude! prices sky high and do not match boards outside,0
Food inedible!!!,0
“bitter experience”,0
slow delivery,0
all food is mixed,0
too much oily food,0
didn't have reservations,0
overcooked,0
card machine not working,0
price is very high,0
variety of pizza,1
fusion dishes,1
it's a decent place,1
uncoporative staff,0
worst restaurant,0
stale food was delivered,0
cleanliness issues,0
good service,1
late delivery,0
not good taste,0
less quality,0
"This hotel is well located in Bharuch. It is on the entrance of the city, and easily accessible by road & rail.",1
The rooms are well maintained.,1
"Because of monopoly, they  stop bothering about their services",0
They should improve what's bad,0
Location is quite decent. ,1
The buffet spread can be better in terms of non vegetarian food,0
A very nice location in Bharuch and very nice atmosphere staffs are quite good ,1
It was costly stay there..but i think it a good property you should provide complementary pick or drop facility even you charge 350+ taxes.,0
Room service and medical services were really helpful. Room was neat an decorative and pleasant to stay in. ,1
This is the best property available in this area for the stay.,1
" Cleanliness is par excellence, staff is very polite and coordial, Service is very quick , food quality both at breakfast and dinner is excellent",1
Nice staff and food and nice service specialy pinxx reasturant. I really reccomend others to visit this place ,1
"it is quite good hotel, the staff was friendly and you could easy contact then and got understanding your own requires.",1
Hotel Interior is attractive. The Staff is well trained and response by them is prompt. The quality of food served id good and food is delicious.,1
Well cleanliness is maintained by the Hotel inside as well as outside the hotel premises.,1
"Spacious and clean room, decent room service, good quality food and overall ambience adds value to one's stay.",1
 rates are very reasonable compared to the quality of food and service received.,1
"Extremely bad hotel! They dupe you for extra money, will charge you twice and their people wouldn't even accept the mistake.",0
"Hotel is very good, very good staffs. Reception desk is very cooperative.",1
People take the feedback and message very carefully love to stay here again and again This is one of the best hotel chains in area,1
" Parking is the problem, due to located at very congested city area.",0
best part with the stay in this hotel is that you will find the cab / auto at any time if you want to catch the train or bus. ,1
"Nice pure veg restaurant, good variety of vegetarian dish served in a thali style setting.",1
Disappointed at the way the food was served. The dishes were not served in any particular way.,0
This home branch of khodiyar kathiyawadi dhaba is serving the best food among their all branches in south Gujarat. Service is also food.,1
Its Bajri Rotala is not up to the mark.It is very thick and not properly rolled.And in Kathiyawadi cuisine rotala shold be very nice.,0
Very nice place in Bharuch for Kathiawadi food. Variety for pickles and salad are amazing,1
had a lunch here during site visit in bharuch. the is so tasty as like kathiyawadi. all the dishes was so tastey and superb.,1
The Dhaba is an excellent venue to enjoy Kathiyawadi food with family and friends. Very neat and clean hotel.,1
"The restaurant doesn't have any ambience, is always rushed like a Dhaba, at times the waiters almost push you to finish your food and go so that the people waiting get a place to sit.",0
"Food quality is average. Lots of oil. They put lot of things on your table, you feel they r complimentary but find that they r charged heavily. Waiter runs here and there. Didn't liked the hygiene too.",0
"Few options , The taste here is missing. Should improve on their service.",0
"dare you go on a Sunday or Saturday evening when the place is full. Its like you have to go with ice on your head, because no one will serve water or bring tissues, the waiters are all helter skelter,",0
"quite good. However, the sweet dish is need improvement.",0
Limited options of fruits and dishes. The Indian dishes were not upto the quality expected in a good hotel,0
the hotel location is the perfect for the peoples who travels from national highway.the food is also good.,1
"Excellent eating experience.. from walking in the door and being greeted by employee, seated and drink order taken, was maybe 5 minutes. Meal was served hot and excellent taste. Server was very friendly and helpful.",1
Great food at a great price! Love the fish plates as well as the salads. Chain restaurant that doesn't feel like a chain! Love this place!,1
Stopped in for dinner. Food was very good and reasonably priced. Ordered a steak dinner. It was tender and well seasoned.,1
service and food both are exceptionally good.,1
Avoid this restaurant,0
can get a lot of varieties in food and the taste is yum,1
"Nice staff, great promos, when you sign up for the email club, when the Sox win kids eat for free, and they have a great kid's menu, from most other places. NIce place for a family dinner",1
Poor Service.,0
The food was good. Had there three cheese nachos and they tasted yum,1
"They frequently change their menu to keep it fresh and up to the season specialties. They have great baked stuffed clams as an appetizer. They excel with fresh salads, good fish, very good specials, and service from well trained staff personnel.",1
It is not costly you can bring your guests and eat satisfactory to your need without worrying about your pocket.,1
seating arrangement is  good,1
delivers wrong items on wrong table,0
quick response and nice service,1
slow service,0
very nice taste of food really enjoyed a lot.,1
variety of veg option Jain and swaminarayan also available good place for vegans,1
GOOD FOOD AND AFFORDABLE RATES.,1
The overall food is good. And also cheap for price. Food service is also quick,1
Good & tasty veg food in cheap price,1
Reasonable price and decent quality food. Would like to revisit it again,1
Nice and happy place for family dinner,1
Superb place for South Indian food. Loved the taste,1
Worst food I've ever had,0
Average quality food and it only gives delivery online. No dining available,0
Quality was very bad and the service was worse,0
Food Quality is fantastic.... ,1
It's great place to enjoy food with taste & flavour,1
Good taste. Really enjoyed a lot,1
Its safe all the precautions are been taken. All the staff are wearing gloves and mask. Food quality was excellent,1
Nice place to celebrate with friends and family. Has a lot of varieties of food,1
Satisfied with the service and food. Happy to have dinner here,1
Unique taste range with unique customer service.  Affordable price,1
Excellent experience with food and staff ,1
Not much variety in food available.,0
Amazing food and cool atmosphere.,1
Excellent quality of food as always along with friendly waiters and great customer service. ,1
I was not at all happy with the food,0
Great food with Authentic Taste. ,1
Loved the ambience and Food. Very True in Royality.,1
"Very tasty food , good service & polite staff 👍",1
"this is one of the best family restaurant, one can find different varieties of food ",1
high rates and less quantity,0
Awesome food. Bunch of varieties for Jain and swaminarayan people.,1
Superb food... at cheap rates,1
Very nice beautiful place n food also recommended,1
Very very expensive. roti was not properly cooked. Limited food items,0
"Great food.Great service 
",1
"great food.the restaurant had sumptuous, luxurious meal. Cheers


",1
Overpriced and tasteless food,0
Experience of this restaurant is one in a million . the food is really yummy and service was also good,1
"Very good food, excellent staff. Affordable rates",1
food taste has been degraded a lot. need to improve,0
"This is an awesome place to have your lunch and dinner with family, very nice ambiance and hospitality.",1
average in taste. I didn't find it worth.,0
Awesome food !! Love it,1
Worst experience of their services.,0
"Unique taste,we got to try very new recipes and very delicious...",1
Nice delicious authentic Chinese food.. Beautiful ambience also...,1
Delicious Dinner”,1
Average quality food ,1
Bad service and stale food”,0
"Tasty food, Good Service and Pleasant Ambience",1
Great food. Great Hospitality. Enjoy the brunch today,1
Food taste was below average ... and the rates were much high,0
"Very good experience....we all enjoyed,food was very good.",1
Great food and lovely place for couple dinner,1
"Very bad food, too oily can't eat anything here,",0
Food is average. But staff is worst... Super arrogant staff.. Poor. Service...,0
"Worst food you can ever eat, not worthy.",0
Worst quality taste.,0
Dont waste your money here bad quality food and poor management,0
GOOD FOOD AND AFFORDABLE RATES.,1
Quality and quantity both were very good,1
Nice restaurant ...,1
Food quality was average,0
Very tasty food for family..I must reffer must go and enjoy..,1
Small place but good for family. food taste is really good,1
"Food is very delicious, good to visit.",1
Good food and reasonable price,1
It's good to eat for Gujarati and Punjabi dishes. Service was excellent,1
"good food, good service.",1
best for grab quick lunch and dinner. paratha dish and punjabi dish is best.,1
Good  food  and reasonable prices,1
excellent !!! Home like food as well as special orders in affordable price. Best in the area for daily out eating. Good option for family too.,1
Service is really good. Affordable and good quality food.,1
Good place to take dinner well clean n neat place,1
It's good restaurant for eat lunch and dinner with good service and good test of food with low cost so i liked it.,1
It's just okay” management was poor,0
Very bad service.Waiters were not assigned to table customers properly which made us left with waiting for a long time.,0
The food quality was average. Can not think of coming here again,0
quality of the service is not good.,0
The management should need to improve the service.,0
Bad food and poor hygiene”,0
mind refreshing food,1
poor Quality food,0
not worth coming here. Dissapointed by coming here. Did not like food much,0
dissapointed with food,0
Not a Good choice to have food here. Did not like the taste much,0
Not following covid guidelines.Staff was moving without gloves and masks. ,0
Allowing people to enter without checking temperature in this covid situation. Also no sanitizer facility at entrance. Can not take risk coming here.,0
Poor service.,0
Had cheese pulav bitter in taste.,0
Dont have good quality food over here,0
"Poor management. Have been waiting for longer than 10 mins, no one has even asked for water.",0
veryy bad food. do not eat here,0
Table are not cleaned by sanitizer also the place was unhygiene,0
All waiters are not wearing gloves. Need to check on such small things and follow proper covid guidelines,0
No proper service and the taste of food was bad,0
Not a Good choice to have food here. ,0
Bad taste food!,0
They will give you gujarati gravy in punjabi sabji. Ridiculuous.,0
Staff has no sense. They seem to be rude.,0
Worst restaurant. Food quality is very bad.,0
Poor quality of curry and amenities.,0
Best restaurant for foodie lover's,1
Awesome quality of Punjabi food.,1
Very good restaurant,1
"Staff behavior is very good, foods also good, price reasonable",1
The taste has not been changed for years......😍😍just loved the taste...,1
Sitting place is maintain good and also service too. And the food is delicious specially  their paneer sabjis.,1
Fine dining experience. Good ambience.,1
You can have a good quality food and ambience is also nice,1
 Quality and quantity also good.,1
We went to this place many times because of their service and pricing of food,1
Yummy! The food quality was very good.,1
Great experience...,1
Food was nice...,1
 Quite good place for dinner ! Also the services are great!,1
"Great food and place too, service is also the same.",1
Lovely 🍴🍕🍔food,1
Good food and most importantly value for money,1
One of the best restaurant for foodie lover's,1
Have made their consistency.,1
Good place. I usually visit here many times as this is a best option for value for money. Nice pujabi food. I tried veg biryani. It was good.,1
"very good service, testy food..  Full enjoyment,  a,  Beautiful n Good place to party..",1
Nice delicious food.,1
Loved the food and service u provide and specially the meetha Paan at last... Recommending everyone...,1
Nice 👌 place... Testy food... Supportive staff... Clean restaurant...,1
Best eating dinner🍽🍽🍽🍽,1
Best place with coollin.,1
Nice place📍🚩,1
Scrumptious food.,1
" Good veg restaurant, have options for Jain / Swaminarayan also. Ambience and service is good. Budget restaurant.",1
Nice And Fast Service.,1
 Great place to have food. Great hospitality.,1
A good range of food options with nice ambiance and quality service.,1
Excellent food & prompt service. Well mannere & trained staff with clean & quiet ambiance.,1
Best place for dinner with family Punjabi Food and Best parcel service,1
Most famous restaurants with fabulous test of Punjabi food,1
Not food good in taste.....,0
Staff is very slow for Handling customers.,0
Service poor,0
Not a great place,0
This is the worst restaurant in anand.... why it is worst because they dont care about there customers.... They are too rude..... they don't care at all.,0
i dont recommend this restaurant to anyone..... worst worst worst....pathetic staff.......please don't order online from this restaurant... these people are worst..,0
Very bed services,0
Such a pathetic staff n services non sence behaviour not at all recommend for family,0
Very bad experience to sigdi restaurant because after 3 hours waiting and no eating items available,0
Worst feeling ever... weirdest feeling ever... plz dnt go....,0
 felt insulted as everyone at loooking at us... therefore i will never suggest this place for family & white collor man !!!,0
Not Satisfide with food,0
"came from 50KMs away but very disappointed,",0
"Service 0,",0
"Staff was rude and didn’t have a sense to behave and communicate with customers,",0
"cleaning was not so good,",0
"food was ok,",0
"No proper management,",0
but anyway thanks to those who serve us well,1
The food quality here has decreased a lot.,0
Manipulation of customers by the manager of restaurants.. Poor service quality. If they made mistakes they never accept.,0
No such taste of food.,0
Very slow service.,0
Waste of money.,0
I would prefer FASTING over this.,0
very bad experience for food and services. first take money from us after give entry to hotel and  serve totally bad food. ( vasi food ),0
Tried couple of times but not liked the food. Both the time bad experience.,0
Bad service,0
Tasteless food,0
Overcrowded dining space,0
People shouting like a fish market,0
Needs loads of improvement....☹,0
Poor service .. food not up to the expectation,0
Below average taste,0
Not a nice place. You can get such food in other local mess and restorent in less than half of the money you spent here..,0
Food quality not good as per cost they put soda in most of food items,0
Food Serving And Quality Of Sweets Served Was Bad,0
Very pathetic food... Dont go,0
"Poor quality and  Taste !! Please avoid,You will get other options in Anand..I dont know Rush is there! Food is not even properly cooked",0
Arrangements of Dining table was somuch congested serving problem everytime they can't use common sense to arrange table worst experiences,0
Not good quality food.. Not good service.,0
Ok but not as per expectations.,0
Food was not  good the service was very poor! Giving ordered items one by one so once you eat something then again you have to wait for another item.,0
No taste .,0
Tasteless food .,0
Behaviour of staff is poor,0
Ok ok food not that great better options are available.,0
Need to improve customer service,0
staff is not supportive...always they are doing late to take order...you have to wait for 40 minute for single bhaji..very bad experiance recently.,0
Very good experience.The food quality is excellent.& service quality is outstanding.Ideal for eating with family. ,1
"Nice ambience, good food, excellent service what else do you want for good evening.price can be bit lower...enjoyed",1
The food is tasty and the serving time isn't bad too. ,1
I would suggest it for Punjabi cuisine ,1
Overall it is a good place to dine with the whole family.,1
One of the oldest restaurant. Visit specially for ultimate punjabi cuisine which is best in taste and quality.,1
"Best place for best food. Open space available for parking. Good price menu. Gujarati thali, Kathiyawadi thali available here.",1
Overall a good restaurant to have lunch or dinner. They have a great variety of items for dine in and takeout.,1
"Restuarant staff and service is good, as well as hygiene is maintained well.",1
Food bas a good taste in it and everything is not served fresh and hot.,1
"Very good restaurant. Staff behavior is very good, foods also good, price reasonable",1
Very good and quick service and most preferred for family restaurant.,1
The taste has not been changed for years......😍😍just loved the taste...,1
"Nice staff service, good food quality,nice view og restaurant",1
"If u want real punjabi test and 5star interior with safty hyigene, you should have to visit",1
Food is awesome and very grateful to have dinner here...,1
Awesome food.,1
Quality and quantity also good.,1
We went to this place many times because of their service and pricing of food.,1
It is not costly you can bring your guests and eat satisfactory to your need without worrying about your pocket.,1
It's a small so make sure to reserve your table if you're going in festival time.,0
You can have a good quality food and ambience is also nice.,1
Good place for panjabi,1
Great experience...,1
Food was nice...,1
Drinks are average,0
Nice place for eating with family.they serves delicious food and catering service is good,1
Best place to Stop enroute to shamlaji,1
Best veg food in the city. Their just in time service is class. There is always crowd but they manage well.,1
Food was nice but price is very High,0
"Excellent service, friendly environment, excellent food quality with delicious test, no much waiting",1
"Ac hall,  very good service, testy food..  Full enjoyment,  a,  Beautiful n Good place to party.",1
"Great food and place too, service is also the same.",1
Quite good place for dinner ! Also the services are great!,1
Lovely 🍴🍕🍔food,1
Good place. I usually visit here many times as this is a best option for value for money. Nice pujabi food. I tried veg biryani. It was good.,1
Good Quality Food with proper hospitality.,1
Good food and most importantly value for money,1
"Good staff, hygienic environment",1
such a nice place,1
Good food with cleanliness,1
Yummy,1
Best eating dinner🍽🍽🍽🍽,1
Best place with coollin.,1
Nice place📍🚩,1
One can do grt parties with frnds and family members or lovers here..also great taste nd one can taste different types of cuisines.,1
"Good veg restaurant, have options for Jain / Swaminarayan also. Ambience and service is good. Budget restaurant.",1
Nice food. Nice service. Nice place.,1
Good nice place,1
Great place to have food. Great hospitality.,1
Nice And Fast Service.,1
"Superb taste. Kind and benevolent serving staff. Of course, nice food. I really feel happy to visit there.",1
Good,1
Scrumptious food.,1
Best place for dinner with family Punjabi Food and Best parcel service,1
Most famous restaurants with fabulous test of Punjabi food,1
A good range of food options with nice ambiance and quality service.,1
Great food.. Great place.. Value for money... Must try Cheese Masala Papad.,1
Nice food and service,1
just love this place..... my fav place ❤️,1
"Food, Friends, Festival & Fun.. All in One..",1
Customer service is very good.. Grate Punjabi food at good price...,1
All time favourite.... Good quality food,1
"Good Food As well As Staff also Politely,",1
Ambience also good.,1
Food is tasty. Economic. And Variety of vegetables is available. I think perfect place for lunch and dinner.,1
Excellent joint for family members as well as only VEG food is servered good food particularly the paneer items.,1
Best food and peaceful place,1
Best place for punjabi food in Anand...,1
Best food with best service.,1
At regular price for ages.,1
One of the Best in Anand for Punjabi food... loved this place..,1
Highly recommended hotel for family nd friends... delicious food Nd service..,1
Very nice restaurant. Taste is same as always,1
1:- Because of it's speedy service,1
2:- The food is delicious,1
Nice Place,1
"Yummy! The food quality was very good. Even the rate chart is also quiet in budget. You can go with family, friends or even a single person can have the same treat.",1
Very Nice restaurant and also good food,1
Nice food but late in serve.,1
Good service,1
Amazing food . We celebrate b'day here,1
Good Food. Good Service.,1
It's food is so tasty&delicious,1
"Good restaurant, budget food, cheese butter masala is must try",1
Restaurant offer multiple cusins and the test is awesome. I tried Punjabi dishes and I would like to visit specially for different test. Staff is well trained and organise. I would recommend to try Dal Makhani. Palak Paneer. I was bit surprised to get Punjabi foods in Gujarat. The crowd enjoying food without sugar. Really one must visit and have awesome food.,1
Great taste and good service.,1
Best Taste of Anand....every raw material is authentic from all standard brands... Even cooking oil used is of high quality. Sahyog Resturant is undoubtedly the brand leader of Anand...Perfect value for money...,1
Nice place and quality food,1
Good Food and Best Services.,1
A perfect place for Family Lunch/Dinner.,1
Nice test of all panjabi food...,1
"Vegetarian Friendly, Vegan Options",1
"Lunch, Dinner avaliable",1
"Seating, parcel delivery, Takeout, Table Service",1
As usual. Great Taste,1
Pure veg restaurant.... Quality is very good,1
Good service + good food = Awesome Sahyog,1
"Enjoyed, with Sahyog Restaurant...",1
Will visit again.,1
Appreciate for the services.,1
Nice food and very clean restaurant,1
It's a great experience.,1
It's an one of the great restaurant in Anand if you take my opinion.,1
Best food.,1
Good food,1
Staff is good,1
Awesome place to go n enjoy ur food!!,1
Best food quality and best taste,1
Good restaurant very clean environment.,1
Wonderful Service...Wonderful Food...Must try VIP thali... You will enjoy..I am visiting here since last 9 Years...Wow...Great,1
Best affordable hotel for punjabi food and good seating arrangement with a wide range of dining tables🤘🏻,1
One of the best Punjabi foods I have tasted in my life... At a very affordable price... Serving was also good too...,1
Good Services,1
Too good,1
Tatsty food nice ambiance,1
good services with delicioues food.,1
Best Food Best quality Good atmosphere,1
Great and quick service. No nonsense. That's what you expect from a well known restaurant in Gujarat. Have eaten at so many places and it's a norm to have a lightning service.,1
"Had ordered tava rotis, papads, buttermilk, steamed rice, one vegetable and a dal fry. The taste was good and the and the food was warm. Can't expect better than this.",1
Quality food is being served here...,1
Staff service is too good as compared to others..,1
It's a great place to spend Quality time with friends and family..,1
Good clean affordable prompt service,1
"Most of the time you will have good food, serving staff is very nice and take proper care of customer's . ",1
Now someone need to thing before planning to have food hear worst food,0
Best food,1
The food is too good in budget price....,1
It has been my fav and all time best restaurant.  Good taste and hygienic.,1
"This one of the oldest restaurants i have ever know back when i did move in anand city it is very good in all the varieties like food their staff and cleanliness, the food is soo yummy, i will recommend for the people loving punjabi food to visit here and try it although its very busy everyday but also pocket friendly prices.",1
Best quality subji,1
"all time favorite restaurant.. I love the Punjabi food and service.one of the famous restaurant for panjabi of Anand,Gujarat.it is worth for money.very nice taste",1
A decent place for family dining.,1
"Great dishes in our range, good & helthy food are available",1
Kaju Kari is one of my fav. Good location with nearby attraction includes Amul Dairy. Have 2 floors for customers make it perfect for family parties. Good customer service. Food quality was good.,1
"Great taste, Excellent Ambience, fabulous service, Reasonable Menu Card...#MustVisit",1
Nice place good and hygenic food,1
Nice hotel...,1
Food service awesome...,1
Food quality is good....,1
"Good Restaurant. Liked it, good service",1
Very good taste. Good place for Family.,1
Real taste and best restaurant.,1
Excellent Food and service. The Basement Hall is very good in terms of lighting and decoration. This is great place for the Birthday Party.,1
Good restaurants having good dishes...,1
It's a very good place to eat and the ambiance is super,1
"It's one of the oldest restaurant of Nadiad still maintaining their authentic taste, name and fame.",1
Very good service and excellent food. Requested for jain food and they made everything on order. Loved eating here with my family,1
Its a good restaurant. Food tasted good. The jain food options huge,1
 Ambience is really good. You can enjoy food with a amazing artificial water fall wall and calm atmosphere.,1
Great food and services. Worth your money. Table layout is quite intuitive.,1
The service of the staff members is very friendly and polite. This place has Reasonable price.,1
A small nice play area for kids. Best place for all the age of people.,1
"You can arrange small parties, birthday parties, kitty parties, meetings. Overall this place provides you good quality of service.",1
The place is really awesome The food is hygienic and tasty the south Indiad Dosa and punjabi Dishes where really awesome ! Once in a while everyone should try it.,1
The Food is Awesome and Ambience is Fantastic !!! God 🙏 Bless the Staff. Thank you so much,1
Delicious food. Must try veg spring roll.,1
Had a great weekend over there u can enjoy food with a amazing artificial water fall wall and calm atmosphere,1
Its a good restaurant. Food tasted good. There was not much jain food options though. Ambience is really good.,1
Awesome food.,1
Very good service.,1
Like Old is Gold...,1
Delicious Food.,1
Good Service.staff behave is good Also.,1
Restaurant Welcome  withDrink/Frymes..,1
The service was good...food quality was fine ...price was good... interior and seating arrangements are good....one of the best in City.... really tasty and delicious food....,1
there is no doubt about food at woodland.. all the time that was excellent.,1
Dahi puri is awsome and all shout Indian dishes,1
